brand,product,link,product_description,image_link
Shae by SASSAFRAS,Ready to Wear Lehenga Choli,https://www.myntra.com/lehenga-choli/shae+by+sassafras/shae-by-sassafras-navy-blue-printed-ready-to-wear-lehenga-choli/18342976/buy,"Printed lehenga with choli | V-neck | Flared bottom |  | Polyester, hand wash","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18342976/2022/7/11/c3ebf6a1-8859-4654-8b3f-e791507ac84c1657541307837-Shae-by-SASSAFRAS-Women-Lehenga-Choli-7001657541307267-1.jpg"
Shae by SASSAFRAS,Ready to Wear Lehenga Choli,https://www.myntra.com/lehenga-choli/shae+by+sassafras/shae-by-sassafras-women-peach-coloured--red-printed-ready-to-wear-lehenga-choli/20658766/buy,"Peach-coloured and red printed lehenga choli, | Peach-coloured and red printed ready to wear blouse, has a v-neck, long sleeves, zip closure | Peach-coloured and red printed ready to wear lehenga, has zip closure, flared hem","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20658766/2022/12/1/63aa7baa-d48c-46fa-aa9d-c79252a308a61669874641785-Shae-by-SASSAFRAS-Women-Peach-Coloured--Red-Printed-Ready-to-1.jpg"
Sangria,Phulkari Embroidered Dupatta,https://www.myntra.com/dupatta/sangria/sangria-beige--yellow-ethnic-motifs-phulkari-embroidered-dupatta/17449506/buy,"Beige, yellow and blue ethnic motifs  phulkari embroidered dupatta  | taping border","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17449506/2022/4/1/99e8d60b-e02d-450b-b9b0-30f440f676a71648789562028-Sangria-Women-Dupatta-1641648789561828-1.jpg"
Taavi,Hand Block Print Dupatta,https://www.myntra.com/dupatta/taavi/taavi-black--off-white-chuna-patri-hand-block-print-pure-cotton-dupatta/14135326/buy,"Black and off white geometric printed dupatta | Printed border | Hand block print (Chuna patri) | This is a handcrafted dupatta, and is prone to colour bleeding due to use of natural dyes | The print on the garment might be unevenly owning to the handcrafted nature of the product, adding essence to the garment.","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14135326/2021/9/8/10ba8701-f0b2-4560-9825-a073b8e9aad81631094946686-Taavi-Women-Dupatta-8771631094946470-1.jpg"
Sangria,Woollen Kashmiri Kaani Shawl,https://www.myntra.com/shawl/sangria/sangria-women-white-woollen-kashmiri-kaani-weave-shawl/20374304/buy,White floral design Kashmiri shawl | Has fringed border,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20374304/2022/10/21/d82b06e1-0980-415c-a5cc-b8bb1dcca35d1666329469324-Sangria-Women-Shawl-4771666329468892-1.jpg"
Taavi,Hand Block Print Pure Cotton Dupatta,https://www.myntra.com/dupatta/taavi/taavi-women-blue-indigo-hand-block-print-pure-cotton-dupatta/9345959/buy,"Region: Rajasthan | Blue | Hand block print dupatta, has printed border | Indigo hand block print | This is a handcrafted dupatta, and is prone to colour bleeding due to use of natural dyes | The print on the garment might be unevenly owning to the handcrafted nature of the product, adding essence to the garment.","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9345959/2019/5/24/b51885ce-51d3-45da-9166-4d654858c3401558697093777-Taavi-Women-Dupatta-9211558697092873-1.jpg"
Taavi,Hand Block Print Pure Cotton Dupatta,https://www.myntra.com/dupatta/taavi/taavi-women-black--red-hand-block-print-pure-cotton-dupatta/9345951/buy,"Region: Andhra Pradesh, Gujarat, Rajasthan, Madhya Pradesh, Uttar Pradesh, West Bengal | Black and red | Block print dupatta, has printed border | Block print legacy | This is a handcrafted dupatta, and is prone to colour bleeding due to use of natural dyes | The print on the garment might be unevenly owning to the handcrafted nature of the product, adding essence to the garment.","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9345951/2019/5/24/ad031f90-0749-4c79-8c07-1bd512e880981558696722751-Taavi-Women-Dupatta-6111558696721569-1.jpg"
Taavi,Bagru Hand Block Print Pure Cotton Dupatta,https://www.myntra.com/dupatta/taavi/taavi-women-beige--black-bagru-hand-block-print-pure-cotton-dupatta/11407242/buy,"Region: Madhya Pradesh | Beige, Black, and rust red dupatta | Bagru hand block print dupatta | Has printed border | Craft: Bagru hand block print | This is a handcrafted dupatta, and is prone to colour bleeding due to use of natural dyes | The print on the garment might be uneven owning to the handcrafted nature of the product, adding essence to the garment.","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11407242/2020/3/16/434622b3-f950-48e0-bbb4-fb9131c011761584341454514-Taavi-Women-Dupatta-1531584341453531-1.jpg"
Taavi,Kalamkari Handblock Sustainable Pure Cotton Dupatta,https://www.myntra.com/dupatta/taavi/taavi-women-beige--red-kalamkari-hand-block-printed-sustainable-pure-cotton-dupatta/10214963/buy,"Region: Andhra Pradesh and Madhya Pradesh | Beige, red and navy blue printed dupatta | Block printed dupatta | Floral print all over | Has a solid border | Kalamkari Hand Block print legacy | This is a handcrafted dupatta, and is prone to colour bleeding due to use of natural dyes | The print on the garment might be unevenly owning to the handcrafted nature of the product, adding essence to the garment.","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10214963/2019/9/9/508c92f1-b44e-47ce-a357-1f9815ea0a1d1568020188100-Taavi-Women-Dupatta-2981568020187186-1.jpg"
Taavi,Indigo Hand Block Dupatta,https://www.myntra.com/dupatta/taavi/taavi-navy-blue--off-white--indigo-hand-block-printed-pure-cotton-dupatta/14135344/buy,"Region: Rajasthan | Navy blue and off white geometric printed dupatta | Printed border | Indigo Hand Block print legacy | This is a handcrafted dupatta and is prone to colour bleeding due to the use of natural dyes | The print on the garment might be uneven owing to the handcrafted nature of the product, adding essence to the garment.","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14135344/2021/9/8/6830f94a-48a0-4404-aa69-209f2d5d468e1631094961672-Taavi-Women-Dupatta-7761631094961414-1.jpg"
Taavi,Kalamkari Hand Block Dupatta,https://www.myntra.com/dupatta/taavi/taavi-black--off-white-kalamkari-hand-block-ethnic-print-dupatta/13719012/buy,Region: Madhya Pradesh | Black and Off-white  | Printed Dupatta | Solid border | Kalamkari hand block print,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13719012/2021/5/24/5a473529-f5c2-47c8-bc08-b86b28c0e2cb1621844681652-Taavi-Women-Dupatta-7801621844681260-2.jpg"
Taavi,Block Pure Cotton Dupatta,https://www.myntra.com/dupatta/taavi/taavi-women-mustard-yellow--black-block-print-legacy-sustainable-pure-cotton-dupatta/7538235/buy,"Mustard Yellow and Black | Printed dupatta | Solid border | This is a handcrafted dupatta, and is prone to colour bleeding due to use of natural dyes | The print on the garment might be uneven owning to the handcrafted nature of the product, adding essence to the garment.","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7538235/2021/2/11/5f6ea2ae-3f79-4f03-ba36-3196613aa7041613030657007TaaviWomenMustardYellowBlackBlockPrintLegacySustainableDupat1.jpg"
Taavi,Hand Block Print Sustainable Pure Cotton Dupatta,https://www.myntra.com/dupatta/taavi/taavi-women-black--grey-hand-block-print-sustainable-pure-cotton-dupatta/9345953/buy,"Region: Andhra Pradesh, Gujarat, Rajasthan, Madhya Pradesh, Uttar Pradesh, West Bengal | Black and grey | Block print dupatta, has printed border | Block print legacy | This is a handcrafted dupatta, and is prone to colour bleeding due to use of natural dyes | The print on the garment might be unevenly owning to the handcrafted nature of the product, adding essence to the garment.","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9345953/2019/5/24/cde748e4-bcfd-417c-bb61-d049af7000431558696982338-Taavi-Women-Dupatta-9301558696981255-1.jpg"
MANGO,Washed Denim Jacket,https://www.myntra.com/jackets/mango/mango-washed-cotton-denim-jacket/19540790/buy,Black washed solid denim jacket | Has a spread collar | 4 pockets | Has a button closure | Long sleeves | Straight hemline | Cotton lining,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19540790/2023/10/13/05763d2a-5998-4ecd-9adf-a078927739231697190050643-MANGO-Women-Pure-Cotton-Washed-Denim-Jacket-51697190050158-1.jpg"
Puma,Ess Tape Hooded Sporty Jacket,https://www.myntra.com/jackets/puma/puma-women-ess-tape-full-zip-with-logo-printed-hooded-sporty-jacket/24539714/buy,"Jacket for women | Regular fit | Fleece-brushed jersey | Drawstring hood, Full-zip closure | Woven-tape PUMA Wordmark and PUMA Cat Logo on sleeves | Rubber-print PUMA No. 1 Logo on chest | Ribbed cuffs.","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24539714/2023/8/18/7cdca1a4-6a84-4491-ab3c-bfa9fb6379b01692348221796ESSTAPEWomensFull-ZipHoodie1.jpg"
Puma,Women Outdoor Bomber Sustainable Jacket,https://www.myntra.com/jackets/puma/puma-women-black-brand-logo-outdoor-essentials-full-zip-regular-fit-bomber-sustainable-jacket/19527204/buy,Black brand logo printed bomber jacket | Regular fit | Jersey-lined hood with drawcord for an adjustable fit | Kangaroo-style side pockets for convenient storage of belongings | Ribbed cuffs and waistband | PUMA No. 1 Logo raised rubber print at left chest | Cotton and recycled polyester,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19527204/2022/9/1/137082dc-90ed-4706-9f2d-dfb7882db5f01662015962289EssentialsFull-ZipRegularFitWomensHoodie1.jpg"
Puma,Women Essential Padded Jacket,https://www.myntra.com/jackets/puma/puma-women-black-solid-regular-fit-hooded-essential-padded-jacket-with-raincell-technology/19834492/buy,"rainCELL: Technology designed to keep you protected from the rain and dry during exercise | warmCELL: Breathable cold weather technology designed to trap heat close to your body and keep you warm during exercise | windCELL: Technology designed to protect against the wind and keep you comfortable during exercise | Recycled Content: Made with at least 20% recycled material as a step toward a better future | Black solid jacket with minimal brand logo print detail on left chest and back right shoulder | Has a hooded neck | 2 side zipper pockets with fleece lining | Full-zip closure | Long sleeves | Straight hem | Polyester lining | Regular fit | Side panels and backwarded side seam | Clean cuffs and hem with inner elastication | Fleece lining on cuffs | PUMA No.1 Logo on front, PUMA Wordmark on back","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19834492/2022/10/19/683ce6e2-1602-40bc-9800-09bb476dca451666178087772-Puma-Women-Black-Solid-Hooded-Essential-Padded-Jacket-with-r-1.jpg"
Puma,Train All Day Big Cat Jacket,https://www.myntra.com/jackets/puma/puma-train-all-day-big-cat-graphic-printed-training-jackets/28683872/buy,"dry cell: performance technology designed to wick moisture from the body and keep you free of sweat during exercise | Blue, grey | Graphic Printed | Regular-fit | Crew neck | 2 pockets | zip closure | ribbed hemline | Twill weave fabric | Long sleeves | Elasticated waistband and cuffs for added comfort and ease of movement | Zip-up front with PUMA-branded zip pulls | Regular fit | Big Cat logo on side","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28683872/2024/4/4/16b67548-17e0-4ecc-9ffc-5cee91227a1a1712231882378TrainAllDayBigCatWomensTrainingJacket1.jpg"
Puma,Printed Ultraweave Jacket,https://www.myntra.com/jackets/puma/puma-brand-logo-printed-running-ultraweave-tailored-jacket/24059050/buy,Blue brand logo printed tailored jacket | Regular fit | Has a mock collar | Reflective design elements | Full-zip fastener | 2 exterior zip side pockets | PUMA Cat Logo on the left chest | Has a zip closure | Long sleeves | Straight hemline | Polyester lining,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24059050/2023/9/30/d0a017d2-1692-40d5-9ef6-bce4d6211bda1696071985848-Ultraweave-Womens-Running-Jacket-6871696071985264-1.jpg"
OnePlus,Nord Buds 2r,https://www.myntra.com/headphones/oneplus/oneplus-nord-buds-2r-true-wireless-in-ear-earbuds-with-mic/23738230/buy,"Color: Charcoal Grey | Enhanced Sound Experience: The buds comes with 12.4mm driver unit, the biggest driver unit for in-ear earbuds in the industry. This delivers crisp clear and enhanced bass quality sound experience | Sound Master Equalizers: For the OnePlus Nord Buds 2r, you get to choose how heavy or light you want your sound with the help of sound master equalizers 3 unique audio profiles -Bold, Bass & Balanced | Battery Life:The flagship-level battery life for the all-new OnePlus Nord Buds 2r delivers up to 38 hrs of non-stop music on a single charge. | IP55 rating: IP55 Water & Sweat Resistance | Gaming Mode: It allows users to access a plethora of features while playing supported games on a OnePlus handset. They can be accessed at any time while playing games and give players the option to toggle different features and settings | Warranty: 1 year | Warranty provided by Brand/Manufacturer","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23738230/2023/6/23/b870997e-c8a5-4210-9922-5bfd32e436031687512541395-OnePlus-Unisex-Headphones-3351687512541186-3.jpg"
OnePlus,Nord Buds 2r,https://www.myntra.com/headphones/oneplus/oneplus-nord-buds-2r-true-wireless-in-ear-earbuds-with-mic/23738232/buy,"Color: Blue | Enhanced Sound Experience: The buds comes with 12.4mm driver unit, the biggest driver unit for in-ear earbuds in the industry. This delivers crisp clear and enhanced bass quality sound experience | Sound Master Equalizers: For the OnePlus Nord Buds 2r, you get to choose how heavy or light you want your sound with the help of sound master equalizers 3 unique audio profiles -Bold, Bass & Balanced | Battery Life:The flagship-level battery life for the all-new OnePlus Nord Buds 2r delivers up to 38 hrs of non-stop music on a single charge. | IP55 rating: IP55 Water & Sweat Resistance | Gaming Mode: It allows users to access a plethora of features while playing supported games on a OnePlus handset. They can be accessed at any time while playing games and give players the option to toggle different features and settings | Warranty: 1 year | Warranty provided by Brand/Manufacturer","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23738232/2023/6/23/9003a8de-fef5-43b4-950b-b9cf35fef6bf1687512559678-OnePlus-Unisex-Headphones-2521687512559495-3.jpg"
dyson,Long AirWrap Multi-Styler,https://www.myntra.com/straighteners/dyson/dyson-airwrap-multi-styler-complete-long---prussian-blue-copper/19737772/buy,"Coanda smoothing dryer: Multi-functional attachment to dry, smooth and hide flyaways | 30mm long Airwrap barrel: Voluminous curls or waves | 40mm long Airwrap barrel: Loose curls or waves | Soft smoothing brush: Smooth, straight style for fine hair | Firm smoothing brush: Smooth, straight style for frizz-prone hair | Round volumising brush: For volumising and shaping | Storage case: Protects and neatly stores your Dyson Airwrap multi-styler and six attachments. | Filter cleaning brush: Filter cleaning brush for your Dyson Airwrap multi-styler","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19737772/2022/9/7/8b952584-2710-488f-b499-10e0dc640d4e1662549387185Dyson395956AirWrapMulti-StylerCompleteLong-PrussianBlueCoppe1.jpg"
OnePlus,Bullets Wireless Z2,https://www.myntra.com/headphones/oneplus/oneplus-bullets-z2-wireless-earphones-with-124mm-drivers--upto-30hours-playback/19957608/buy,"A quick 10-minute charge delivers up to 20 hours of immersive audio playback | The flagship-level battery life delivers up to 30 hours of non-stop music on a single charge | A large 12.4 mm bass driver delivers uncompromisingly deep bass for powerful beats. | Experience incredibly rich audio detail at every frequency with the titanium coating done | Anti-distortion audio technology ensures your audio playtime stays silky-smooth. | Thanks to the larger sound cavity and industry-leading algorithms, notes remain distortion-free | Water and sweat-resistant, the IP55-rated internals and design ensure your OnePlus Bullets Wireless Z2 stay all-weather ready | Warranty: 1 Year | Warranty provided by Brand/Manufacturer","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19957608/2022/12/23/0c417867-c916-4b15-b245-3629fbe05e241671768378784-OnePlus-Unisex-Headphones-5011671768378655-3.jpg"
Whisper,Set of 3 Ultra Sanitary Pads,https://www.myntra.com/sanitary-napkins/whisper/whisper-set-of-3-ultra-clean-xl-sanitary-pads---50-pads-each/22830718/buy,"Whisper Ultra Clean Sanitary Pads provide superior long lasting protection. | Its Dri-weave cover provides soft, dry protection and the super absorbent core pulls fluid deep into the core and away from the edges. | Whisper Ultra Clean is comes with a unique Germ Lock Technology that deals with wetness, odor and germs. | These pads are nearly 40% longer versus ordinary pads for long lasting coverage, and have a Dri weave cover that absorbs fluid in seconds, with a delightful scent for all day freshness. | All this to give you confidence, freshness and security that lasts all day long. | Sanitary pads that provide all day comfort and freshness | Comes with Germ Lock Technology that locks wetness, odour and germsLock core helps absorb fluid, locks it in gel form and keeps you dry","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22830718/2024/2/5/9f7b17d4-8920-457c-aff1-dc0e2aa0e0701707135003940-Whisper-Set-of-3-Ultra-Clean-XL-Sanitary-Pads---50-Pads-each-1.jpg"
boAt,Wave Leap Call Smart Watch,https://www.myntra.com/smart-watches/boat/boat-wave-leap-call-smart-watch/29109756/buy,"1.83"" (4.64 cm) HD Display | Advanced Bluetooth Calling | Cloud Watch Faces | Heart Rate & SpO2 Monitoring | IP68 Rated | Weather Forecast | Multiple Sports Modes | Music & Camera Control | Warranty: 1 year | Warranty provided by brand/manufacturer ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29109756/2024/4/22/d280590b-e79b-40ff-82bf-773835fdb1b11713782876466-boAt-Unisex-Smart-Watches-9671713782876114-1.jpg"
OnePlus,Buds 3,https://www.myntra.com/headphones/oneplus/oneplus-buds-3-true-wireless-in-ear-earbuds-with-sliding-volume-control-and-49db-anc/26979150/buy,"Color: Mettalic | Best-in-class Sound Quality: 10.4mm +6mm dynamic dual driver, LHDC5.0 Bluetooth CODEC and high resolution certification makes the product best in its sound quality with deeper bass, delicate treble and clear vocals | Sliding Volume Control: Slide on the surface of touch area of buds to adjust the volume.Sliding up increases the volume, while sliding down decreases the volume | 49dB Adaptive Noise Cancellation: Advanced noise-cancelling technology coupled with a high-performance chip, elevates the depth of noise cancellation upto 49dB.This reduces noise and blocks out chaos and allows users to enjoy music immersively, | Dual Connection: It can simultaneously connect to 2 devices such as Andriod/iOS/Windows smartphone, tablets or computers allowing for quick and seamless device switching | Battery Life: It has 10mins of Fast Charging that gives 7 hours of Playback time with total music playback upto 44 hours with ANC | IP55 rating: With IP55 Dust and water resistance there is no fear of sweating or rain. | Warranty: 1 year | Warranty provided by Brand/Manufacturer","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26979150/2024/1/22/7464c246-060b-4f84-a8d7-cc90db1f25c01705918411022-OnePlus-Unisex-Headphones-4901705918410852-1.jpg"
OnePlus,Bullets Wireless Z2 ANC,https://www.myntra.com/headphones/oneplus/oneplus-bullets-wireless-z2-in-ear-earphones-with-45db-hybrid-anc-and-quick-switch/24085338/buy,"Color: Black | ANC: 45dB Hybrid Active Noise Cancellation combines both FeedForward and FeedBack microphones to maximize frequency range of noise that can be reduced, performing up to 45dB. | Enhanced Sound Experience: A large 12.4mm dynamic driver can bring deeper bass and powerful beats. The titanium coating dome can better provide rich audio details at each frequency, so that people can clearly feel every audio beat. | 3-mic AI Call Noise Cancellation: The advanced 3mics AI call captures and amplifies human voice befittingly when calling by strengthened AI algorithm on software and 3 mics system on hardware. | Battery Life: The flagship-level battery life delivers up to 28 hours of non-stop music on a single charge with ANC Off. | IP55 rating: The IP55-rated internals and design ensure your OnePlus Bullets Wireless Z2 ANC stay all-weather ready. | Quick Switch: Quick Switch lets you switch between two paired devices, such as your phone and laptop. Users can go from listening to music on your phone to enjoying a movie on your laptop in seconds. | Bluetooth and Low Latency: Supports Bluetooth 5.2 and 94ms low-latency dual transmission technology, Whether watching videos online or gaming with friends, the sound is always stable and clear, deliver users a smoother gaming experience. | Warranty: 1 year | Warranty provided by Brand/Manufacturer","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24085338/2023/7/26/5102523c-9767-45e7-a04b-db5a85a702891690344651663-OnePlus-Unisex-Headphones-4031690344651339-1.jpg"
Vaseline,Healthy Bright Body Lotion,https://www.myntra.com/body-cream-and-lotion/vaseline/vaseline-unisex-healthy-bright-daily-brightening-body-lotion-with-mineral-oil-400-ml/10443448/buy,"Helps heal dry skin and makes it look fairer | Contains vitamin B3 that helps skin look fairer by inhibiting melanin transfer and production | Triple sunscreens help protect fairness from further darkening and sun damage | Suitable for daily fairness, uneven tone, dry and damaged skin, dull skin | Fast absorbing and non-greasy","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10443448/2024/3/11/090cee68-32d6-4c63-858a-39a0b2a45d6f1710155392229-Vaseline-Unisex-Healthy-Bright-Daily-Brightening-Body-Lotion-1.jpg"
CMF by Nothing,True Wireless EarBuds,https://www.myntra.com/headphones/cmf+by+nothing/cmf-by-nothing-true-wireless-earbuds-with-42-db-active-noise-cancellation/27909168/buy,Color: Grey | 42 dB Active noise cancellation | Custom 12.4mm dynamic driver | Bio-fiber Diaphram for high definition sound | Clear voice technology for natural call experience  | Ultra bass technology with adjustable bass levels  | 10 minutes of charging = 7 hours of playback | Warranty: 1 year | Warranty provided by Brand/Manufacturer,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27909168/2024/3/4/0cac5796-70c5-486a-abc1-b9746f1c7c591709538565338-CMF-Buds-5621709538564915-1.jpg"
boAt,Immortal 150 Headphones,https://www.myntra.com/headphones/boat/boat-immortal-150-headphones-with-40-hours-playback/29475350/buy,Color: Black | 40 Hours playback   | BEAST Mode : Low Latency  | Real RGB LEDs  | One Touch Voice Assistant  | boAt Signature Sound  | ENx Tech with Quad Mics  | IWP Technology  | IPX4 Water Resistance  | Bluetooth v5.3  | ASAP Charge : 10 Min Charge = 180 Min of Playback | Warranty: 1 year | Warranty provided by Brand/Manufacturer,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29475350/2024/5/13/eaea3713-5905-4a2b-bd9d-ca7965fc33411715597911862-boAt-Unisex-Headphones-6031715597911403-1.jpg"
Whisper,Set of 3 Sanitary Pads,https://www.myntra.com/sanitary-napkins/whisper/whisper-set-of-3-sanitary-pads---ultra-clean-xl--bindazzz-nights-xl/22830714/buy,"2 x Ultra Clean XL+ Sanitary Pads - 50 Pads each | 1x Bindazzz Nights XL+ Sanitary Pads - 44 Pads | Ultra Clean gives you our No. 1 Hygenic Protection. | It has a germ-lock technology which locks upto 100% wetness, odour & germs. | Its nearly 40% Longer for a longer lasting coverage so that you can be worry free during your periods. | Its Dri-Weave Cover ensures that the period blood is absorbed in seconds and it has a delightful scent for all-day freshness. |  It's longer length and wider back ensures that you are protected from leaks from all sides. | With this you can have a worry-free sleep during your periods because with this pad you get upto 0% leaks all night-long. | It has a dual-action gel which neutralises odour ands locks wetness. | Its Dri-Weave Cover ensures that the period blood is absorbed in seconds so that you sleep comfortably the entire night.","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22830714/2023/11/24/75c78f6e-4436-4b3d-a366-6eda7d709b511700820286774-Whisper-Set-of-3-Sanitary-Pads---Ultra-Clean-XL--Bindazzz-Ni-1.jpg"
boAt,Wave Leap Call Smart Watch,https://www.myntra.com/smart-watches/boat/boat-wave-leap-call-smart-watch/29109756/buy,"1.83"" (4.64 cm) HD Display | Advanced Bluetooth Calling | Cloud Watch Faces | Heart Rate & SpO2 Monitoring | IP68 Rated | Weather Forecast | Multiple Sports Modes | Music & Camera Control | Warranty: 1 year | Warranty provided by brand/manufacturer ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29109756/2024/4/22/d280590b-e79b-40ff-82bf-773835fdb1b11713782876466-boAt-Unisex-Smart-Watches-9671713782876114-1.jpg"
NOISE,ColorFit Thrive Smartwatch,https://www.myntra.com/smart-watches/noise/noise-thrive-185-display-with-bluetooth-calling-ai-voice-assistance-smartwatch/25292484/buy,"Color:Black | 1.85 display, 550 nits brightness - See more, do more, with our smartwatch's big and bright display. | Up to 7-day battery life - Get up to 7 days of battery life & up to 2 days of power with calling activated. (Battery life can vary due to multiple factors such as turning on continuous Heart Rate tracking or turning up the brightness). | Music playback - The smartwatch features remote music control that lets you control music played on your phone as long as your smartphone and smartwatch are in Bluetooth range. However, it cannot be used to store music. | Volume control - You can control the volume both during music playback and while attending calls. | NoiseFit app - Pair the smartwatch to the app to track your progress overtime, get health updates, compete with friends and share your achievements. | Bluetooth calling - Enjoy a smooth calling experience, right from your wrist. | With Call Function Touchscreen Fitness & Outdoor Battery Runtime: Upto 7 days | Warranty: 1 year | Warranty provided by Brand/Manufacturer","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25292484/2023/10/6/28b96af1-77e6-4781-b1b5-7aefca882fb41696594955437-Noise-ColorFit-Thrive-Smartwatch---Jet-Black-800169659495526-1.jpg"
NOISE,ColorFit Icon Buzz Smart Watch,https://www.myntra.com/smart-watches/noise/noise-black-colorfit-icon-buzz-bluetooth-calling-smart-watch-with-voice-assistance/16934964/buy,"Bluetooth calling: Make the smart call with Noises first Bluetooth calling smartwatch, loaded with smart features. | Voice Assistance (AI voice assistance): From making calls, playing music, checking the weather, let your smartwatch do as you command, | 1.69 TFT LCD display: | In-built games: ColorFit Icon Buzz is more than just fitness, its your partner in fun, with 2 in-built games. | Noise Health Suite: Keep a closer eye on your health with ColorFit Icon Buzz, that comes with SpO2, sleep and 24/7 heart rate monitor. | Up to 7-day battery | 100+ watch faces: More than 100 cloud-based & customisable watch faces  | IP67 Waterproof | Weather report","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/16934964/2022/1/25/3a498e2e-7250-4e5e-aa33-1876b6d813741643102245729SmartWatches1.jpg"
Fire-Boltt,Legend Bluetooth Smartwatch,https://www.myntra.com/smart-watches/fire-boltt/fire-boltt-legend-bluetooth-calling-smartwatch-with-dual-button-technology/25074078/buy,"Color: Black | Large Round TFT Display - Fire-Boltt Legend is a True Legend when it comes to its sleek look and design. Enjoy a large 1.39"" TFT Round Display on this smart watch which allows you a high resolution of 240*240 pixels and a brighter than you expect screen ratio | Bluetooth Calling Smartwatch - This Fire-Boltt Legend allows you to make call on the go while you are walking, sitting, driving or talking. Enjoy this advanced bluetooth chipset watch which makes sure you are on the run with absolute luxury and everything at your finger tips | 123 Sports Modes - This watch ensures you live like a legend. Fire-Boltt smartwatch has about 123 different types of sports modes that help you track every activity minutely and with perfection. This fitness tracker on your hand will always keep you fit and healthy | 360 Health Benefits - With great health comes glory, Fire-Boltt Legend lets you check your health parameters with a simple tap. With the latest HR3300 chip sensor the watch senses and gives out precisely important health statistics like heart rate & blood oxygen. | Gaming Like Never Before - This watch supports small mini games so that you are covered for the leisure and bored waiting hours anywhere anytime | Social Notifications - Fire-Boltt Legend makes sure you do not miss out on important updates and messages from your loved ones. With real time syncing technology all your social media notifications are now captured on the watch | BT 5.0 - Advanced bluetooth 5.0 to ensure stable and secure connection with the latest low power consumption chipset. This technology helps you to connect the watch to you phone for longer durations and being your partner through multiple days | Remote Controls - This watch controls your smartphone making it easy for you to click the best pictures in your desired angles while you switch between songs through the watch | Warranty: 1 year | Warranty provided by Brand/Manufacturer","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25074078/2023/9/21/4ce8029b-a169-4dc7-940b-f27180ed5b9d1695279258151-Fire-Boltt-Unisex-Smart-Watches-6481695279257722-1.jpg"
