brand,product,link,product_description,image_link
Roadster,Women Wide Leg High-Rise Jeans,https://www.myntra.com/jeans/roadster/the-roadster-life-co-women-wide-leg-high-rise-light-fade-stretchable-jeans/25750012/buy,"Dark shade, light fade blue jeans | Wide leg, high-rise | Clean look | Stretchable | 5 pocket | Length: regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25750012/2024/1/5/d6cd42ac-37d4-429e-8f5e-049c98e87c9a1704456281818-Roadster-Women-Jeans-8721704456281394-1.jpg"
Tokyo Talkies,Women Flared Jeans,https://www.myntra.com/jeans/tokyo+talkies/tokyo-talkies-women-blue-flared-stretchable-jeans/25115516/buy,"Light shade, no fade blue jeans | Flared, mid-rise | Clean look | Stretchable | 5 pocket | Length: regular ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25115516/2023/9/22/8af7d439-0589-48b2-99ab-5be62bdc3b861695384688169TokyoTalkiesWomenBlueFlaredJeans1.jpg"
Levis,Women Skinny Fit Jeans,https://www.myntra.com/jeans/levis/levis-women-skinny-fit-high-rise-light-fade-stretchable-jeans/24413168/buy,Dark shade light fade blue jeans | Skinny fit | High-rise | Clean look | Stretchable | 5 pocket | Length: Regular | Has a belt loops | Button and zip closure,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24413168/2024/5/29/61976c9f-d84a-41f2-817b-96141ec18c291716958324243-Levis-Women-Jeans-391716958323698-1.jpg"
Levis,Women Straight High-Rise Jeans,https://www.myntra.com/jeans/levis/levis-women-straight-fit-high-rise-light-fade-stretchable-jeans/25806704/buy,"Lightshade, light fade blue jeans | Straight fit, high-rise | Clean look | Stretchable | 5 pocket | Length: regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25806704/2024/2/1/c8169fad-d97b-402e-a0ee-084eea2fe9ea1706777444499-Levis-Women-Jeans-5611706777444033-1.jpg"
Miss Chase,Women Skinny Fit High-Rise Jeans,https://www.myntra.com/jeans/miss+chase/miss-chase-women-black-skinny-fit-high-rise-jeans/20446716/buy,"Dark shade, no fade black jeans | Skinny fit, high-rise | Clean look | Stretchable | 5 pocket | Length: regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20446716/2023/10/9/e90d4a93-c5c3-4716-a510-1427272618fb1696829329842-Miss-Chase-Women-Black-Skinny-Fit-High-Rise-Jeans-3691696829-1.jpg"
HJ HASASI,Women Wide Leg High-Rise Jeans,https://www.myntra.com/jeans/hj+hasasi/hj-hasasi-women-high-rise-stretchable-wide-leg-jeans/22864502/buy,"Dark shade, no fade black jeans | Wide leg, high-rise | Clean look | Stretchable | 2 pocket | Length: regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22864502/2023/4/22/6d5004cf-13e9-4f5e-9f04-a39a6e317b361682159198921HJHASASIWomenBlackWideLegHigh-RiseStretchableJeans1.jpg"
MANGO,Women Skinny Fit Jeans,https://www.myntra.com/jeans/mango/mango-women-black-skinny-fit-high-rise-low-distress-stretchable-jeans/15265912/buy,"Dark shade, no fade black jeans | Skinny fit, high-rise | Low distress | Stretchable | 5 pocket | Length: regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15265912/2021/10/12/acd15734-b4a8-4679-90fb-ea027ff935641634029918998-MANGO-Women-Jeans-9351634029918548-1.jpg"
Roadster,Wide Leg-Fit Stretchable Jeans,https://www.myntra.com/jeans/roadster/the-roadster-lifestyle-co-blue-lightweight-wide-leg-fit-stretchable-jeans/27653854/buy,"Medium, shade, light fade blue jeans | Wide leg fit, mid-rise with belt loops & button & zip fly closure | Clean look | Stretchable | 5 pockets | Length: Regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27653854/2024/2/17/6983bdb8-66e8-4411-8191-004c80500d651708147763516WomensLightBlueWide-LegMidRiseCleanLookRegularLengthBlastEff2.jpg"
SASSAFRAS BASICS,Women Straight Fit Jeans,https://www.myntra.com/jeans/sassafras+basics/sassafras-basics-women-straight-fit-high-rise-clean-look-heavy-fade-jeans/24943480/buy,"Medium shade, heavy fade blue jeans | Straight fit, high-rise | Clean look | Non stretchable | 5 pocket | Length: regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24943480/2023/9/12/0014d371-d6c1-4c6f-be52-d1b4e8e08b0a1694523487724SASSAFRASBASICSWomenBlueStraightFitHigh-RiseHeavyFadeJeans1.jpg"
Levis,Women Straight High-Rise Jeans,https://www.myntra.com/jeans/levis/levis-women-724-straight-fit-high-rise-light-fade-stretchable-jeans/29273152/buy,"Medium shade, light fade blue jeans | Straight fit, high-rise | Clean look | Stretchable | 5 pocket | Length: regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29273152/2024/5/23/f498f53d-e486-4547-8bf6-4c5c35ac42ec1716449762445-Levis-Women-Jeans-7271716449761887-1.jpg"
DOLCE CRUDO,Women Skinny Fit HighRise Jean,https://www.myntra.com/jeans/dolce+crudo/dolce-crudo-women-black-skinny-fit-high-rise-stretchable-jeans/17850148/buy,"Dark shade, no fade black jeans | Skinny fit, high-rise | Clean look | Stretchable | 5 pockets | Length: regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17850148/2022/10/3/e179cab6-9988-47e4-bb0f-4deb5d0e07ef1664788036684DOLCECRUDOWomenBlackSkinnyFitHigh-RiseStretchableJeans1.jpg"
Flying Machine,Women Straight Fit High-Rise Jeans,https://www.myntra.com/jeans/flying+machine/flying-machine-women-straight-fit-high-rise-stretchable-jeans/23416840/buy,"Dark shade, no fade black jeans | Straight fit, high-rise | Clean look | Stretchable | 5 pocket | Length: regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23416840/2023/5/26/f8041aa4-51cc-482e-93e6-e97e37c8a0b81685092325823FlyingMachineWomenBlackStraightFitHigh-RiseStretchableJeans1.jpg"
Tokyo Talkies,Women Straight Fit Jeans,https://www.myntra.com/jeans/tokyo+talkies/tokyo-talkies-women-flared-mid-rise-clean-look-straight-fit-stretchable-jeans/25115520/buy,"Dark shade, no fade black jeans | Straight fit, mid-rise | Clean look | Stretchable | 5 pocket | Length: regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25115520/2023/9/22/93e640ea-38ca-45d2-8515-8b8d6592aa721695385663496TokyoTalkiesWomenBlackStraightFitStretchableJeans1.jpg"
Roadster,Women Flared High-Rise Jeans,https://www.myntra.com/jeans/roadster/the-roadster-life-co-women-flared-high-rise-light-fade-clean-look-stretchable-jeans/26697810/buy,"Dark shade, light fade blue jeans | Flared, high-rise | Clean look | Stretchable | 5 pocket | Length: regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26697810/2024/6/14/af2f70e1-4849-4f92-8f11-1d88e907630d1718355757979-Roadster-Women-Jeans-2821718355757371-1.jpg"
Levis,Women Straight High-Rise Jeans,https://www.myntra.com/jeans/levis/levis-women-724-straight-fit-high-rise-light-fade-stretchable-jeans/29273144/buy,"Medium shade, light fade blue jeans | Straight fit, high-rise | Clean look | Stretchable | 5 pocket | Length: regular | Comes with a belt","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29273144/2024/5/17/28d61c6b-6aa1-46f8-bc16-35dfb7a463181715942309732-Levis-Women-Jeans-7191715942309190-1.jpg"
FREAKINS,Women Wide Leg Cotton Jeans,https://www.myntra.com/jeans/freakins/freakins-women-blue-wide-leg-high-rise-light-fade-mildly-distressed-ripped-cotton-jeans/29742550/buy,"Medium shade, light fade blue jeans | Wide leg, high-rise | Mildly distressed | Ripped | Non stretchable | 5 pocket | Length: regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29742550/2024/5/23/7f484c2b-a6bd-45e8-9b3d-9e3b55dead411716462342911FREAKINSWomenWideLegHigh-RiseMildlyDistressedLightFadeJeans1.jpg"
SASSAFRAS,Women Straight Fit Cargo Jeans,https://www.myntra.com/jeans/sassafras/sassafras-women-black-straight-fit-high-rise-clean-look-stretchable-cargo-jeans/24340906/buy,"Light shade, light fade black Cargo jeans | Straight fit, high-rise | Clean look | Stretchable | 6 pocket | Length: regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24340906/2023/8/4/804efcc0-a99f-41d2-8573-de14227d6aa11691142194975SASSAFRASWomenBlackStraightFitHigh-RiseLowDistressStretchabl1.jpg"
Flying Machine,Women Wide Leg Jeans,https://www.myntra.com/jeans/flying+machine/flying-machine-women-wide-leg-high-rise-low-distress-stretchable-jeans/23416828/buy,"Light shade, no fade white jeans | Wide leg, high-rise | Low distress | Stretchable | 5 pocket | Length: regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23416828/2023/5/26/dc24897d-7d64-43a8-9f70-8591619c6bec1685079950365FlyingMachineWomenWhiteWideLegHigh-RiseLowDistressStretchabl1.jpg"
ONLY,Women Flared High-Rise Jeans,https://www.myntra.com/jeans/only/only-women-flared-high-rise-jeans/27815202/buy,"Dark shade, no fade blue jeans | Flared, high-rise | Clean look | Non stretchable | 5 pocket | Length: cropped","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27815202/2024/2/23/44e4dced-b998-46f0-b795-4c4542b2a78b1708672527638ONLYWomenFlaredHigh-RiseJeans6.jpg"
Levis,Women Cotton Wide Leg Jeans,https://www.myntra.com/jeans/levis/levis-women-pure-cotton-mid-rise-wide-leg-mildly-distressed-heavy-fade-jeans/26309318/buy,Medium shade heavy fade blue jeans | Wide leg | Mid-rise | Mildly distressed | Non stretchable | 5 pocket | Length: Regular | Has a belt loops | Button and zip closure,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26309318/2024/2/15/91d98560-b5e3-4ad9-8400-7e427a29e0ff1707998092096-Levis-Women-Jeans-9181707998091561-1.jpg"
Vero Moda,Women Bootcut Jeans,https://www.myntra.com/jeans/vero+moda/vero-moda-women-bootcut-stretchable-jeans/28310500/buy,"Dark shade, no fade black jeans | Bootcut, mid-rise | Clean look | Stretchable | 5 pocket | Length: regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28310500/2024/3/16/8b1328e8-542d-42aa-b56b-4d7fee83392a1710579654201VeroModaWomenBootcutStretchableJeans1.jpg"
Roadster,Women Flared High-Rise Jeans,https://www.myntra.com/jeans/roadster/the-roadster-life-co-women-flared-high-rise-light-fade-stretchable-jeans/25750070/buy,"Medium shade, light fade blue jeans | Flared, high-rise | Clean look | Stretchable | 5 pocket | Length: regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25750070/2024/1/5/6d753846-2f75-47ff-9107-a3431ed0b4821704456329379-Roadster-Women-Jeans-2161704456328880-1.jpg"
Roadster,Women Wide Leg High-Rise Jeans,https://www.myntra.com/jeans/roadster/the-roadster-lifestyle-co-women-wide-leg-high-rise-stretchable-jeans/18202354/buy,"Coloured shade, no fade beige jeans | Wide leg, high-rise | Clean look | Stretchable | 6 pocket | Length: regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18202354/2023/1/5/f37b9d17-d17c-4b18-86d3-a931872a748d1672901634902-Roadster-Women-Jeans-7381672901634346-1.jpg"
SASSAFRAS,Women Pure Cotton Jeans,https://www.myntra.com/jeans/sassafras/sassafras-women-flared-high-rise-pure-cotton-jeans/24990448/buy,"Light shade, no fade beige jeans | Regular, high-rise | Clean look | 4 pocket | Length: regular ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24990448/2023/10/27/3c314ca1-911a-4639-bcb8-921f15bfb31f1698403772763-SASSAFRAS-Women-Flared-High-Rise-Pure-Cotton-Jeans-502169840-1.jpg"
DOLCE CRUDO,Women Wide Leg High Rise Jeans,https://www.myntra.com/jeans/dolce+crudo/dolce-crudo-women-blue-wide-leg-high-rise-clean-look-heavy-fade-stretchable-jeans/29391822/buy,"Medium shade, heavy fade blue jeans | Wide leg, high-rise | Clean look | Stretchable | 5 pocket | Length: regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29391822/2024/5/7/194f9eb7-da14-413b-bebd-7fbd9d82916d1715089536329DOLCECRUDOWomenWideLegHigh-RiseLowDistressHeavyFadeStretchab2.jpg"
Flying Machine,Women Flared High-Rise Jeans,https://www.myntra.com/jeans/flying+machine/flying-machine-women-flared-high-rise-clean-look-stretchable-jeans/27331712/buy,"Colour: Jet Black | Dark shade, no fade black jeans | Flared, high-rise | Clean look | Stretchable | 5 pockets | Length: regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27331712/2024/2/1/f5d15b01-6dbd-4c3a-ac9b-e6f235e709951706786253970FlyingMachineWomenFlaredHigh-RiseJeans1.jpg"
Levis,Women Straight High-Rise Jeans,https://www.myntra.com/jeans/levis/levis-women-straight-fit-high-rise-light-fade-stretchable-jeans/25806702/buy,"Medium shade, light fade blue jeans | Straight fit, high-rise | Clean look | Stretchable | 5 pocket | Length: regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25806702/2024/1/31/8a19c740-f128-4a5e-9b62-34f757cee45d1706692005735-Levis-Women-Jeans-1871706692005224-1.jpg"
IVOC,Regular Fit Cargo Style Jeans,https://www.myntra.com/jeans/ivoc/ivoc-women-regular-fit-cargo-trouser/23898182/buy,"Coloured shade, no fade olive green jeans | Regular fit, mid-rise | Clean look | Non stretchable | 6 pockets | Length: regular","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23898182/2023/7/13/2c520036-a65d-4aca-8d03-25f129b26a741689237400217-IVOC-Women-Trousers-2051689237399731-1.jpg"
Flying Machine,Women Straight Fit High-Rise Jeans,https://www.myntra.com/jeans/flying+machine/flying-machine-women-straight-fit-high-rise-low-distressed-light-fade-cottonjeans/22241408/buy,"Medium shade, light fade blue jeans | Straight fit, high-rise | Low distressed | Non stretchable | 5 pocket | Length: cropped","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22241408/2023/3/6/a866a724-064a-4e4f-b4bf-ad546cc10b041678105999965FlyingMachineWomenBlueStraightFitHigh-RiseMildlyDistressedLi1.jpg"
Levis,Women Straight High-Rise Jeans,https://www.myntra.com/jeans/levis/levis-women-724-straight-fit-high-rise-stretchable-jeans/29273168/buy,"Dark shade, no fade black jeans | Straight fit, high-rise | Clean look | Stretchable | 5 pockets | Length: regular | Comes with a belt","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29273168/2024/5/16/70c21545-0d79-4eeb-9d61-c91e0dfbd6ce1715857408704-Levis-Women-Jeans-7291715857408101-1.jpg"
SASSAFRAS,Women High-Rise Trousers,https://www.myntra.com/trousers/sassafras/sassafras-women-black-high-rise-bootcut-trousers/20717712/buy,"Black knitted bootcut | Regular fit | High-rise | Length: regular | Pattern: solid  | Flat-front, with no pleats design | Feature: easy wash","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20717712/2023/1/17/28c7a830-4f47-40f6-bbb4-46bc62ddd90c1673947837762-SASSAFRAS-Women-Black-High-Rise-Bootcut-Trousers-25616739478-1.jpg"
Kotty,Women Straight Fit High-Rise Trousers,https://www.myntra.com/trousers/kotty/kotty-women-black-relaxed-straight-fit-high-rise-easy-wash-trousers/19460432/buy,"Black knitted parallel | Straight fit | Brand Fit: relaxed | High-rise | Length: regular | Pattern: solid | Flat-front, with no pleats design | Feature: easy wash | Na pockets","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19460432/2023/6/1/42b24181-12d0-43a6-b326-1cc75b89cd7c1685623336196-Kotty-Women-Black-Relaxed-Straight-Fit-High-Rise-Easy-Wash-T-1.jpg"
Blissclub,Women Straight Fit High-Rise Trousers,https://www.myntra.com/trousers/blissclub/blissclub-women-relaxed-straight-leg-straight-fit-high-rise-wrinkle-free-trousers/23354326/buy,"Black knitted trousers | Straight fit | Brand Fit: relaxed straight leg | High-rise | Length: regular | Pattern: solid | Flat-front, with no pleats design | Feature: wrinkle free | 2 pockets","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23354326/2024/5/9/47f1dc06-9538-41ef-b454-3d1afca22d7d1715247004319-Blissclub-Women-Relaxed-Straight-Leg-Straight-Fit-High-Rise--5.jpg"
Popnetic,High-Rise Cargos,https://www.myntra.com/trousers/popnetic/popnetic-flat-front-high-rise-pure-cotton-cargos-/27177350/buy,"Taupe woven cargos | Regular fit | High-rise | Length: regular | Pattern: solid | Flat-front, with no pleats design | Feature: plain | 4 pockets","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27177350/2024/2/1/20d39f9e-3395-434d-97fc-1250f4613f701706787034406-Popnetic-Women-Trousers-5221706787033983-1.jpg"
Roadster,Women Slim Fit Cargos Trousers,https://www.myntra.com/trousers/roadster/roadster-women-slim-fit-solid-cargos-trousers/28328456/buy,"Blue woven cargos | Slim fit | Mid-rise | Length: regular | Pattern: solid | Flat-front, with no pleats design | Feature: easy wash | 6 pockets","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28328456/2024/4/1/6d3e7e15-e779-4c51-847e-9a26bb86d94f1711967799701-Women-Slim-Fit-Pure-Cotton-Cargo-Trouser-2391711967799106-1.jpg"
SASSAFRAS,Women High-Rise Cargos,https://www.myntra.com/trousers/sassafras/sassafras-women-plain-flat-front-high-rise-cargos/25003314/buy,"Black knitted cargos | Regular fit | High-rise | Length: regular | Pattern: solid | Flat-front, with no pleats design | Feature: plain | 6 pockets","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25003314/2023/9/15/ef77e942-82f7-4056-bfc1-05ab23135c681694763812700SASSAFRASWomenBlackHigh-RiseTrousers1.jpg"
TABADTOD,Women Loose Fit Trousers,https://www.myntra.com/trousers/tabadtod/tabadtod-women-relaxed-loose-fit-trousers/30011239/buy,"Black knitted parallel | Loose fit | Brand Fit: relaxed | Mid-rise | Length: regular | Pattern: solid | Flat-front, with no pleats design | Feature: plain | 2 pockets","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30011239/2024/6/21/58295632-b588-4465-bc6c-ea96d98828cd1718941491048TABADTODWomenRelaxedLooseFitTrousers1.jpg"
KASSUALLY,Women Cigarette Trousers,https://www.myntra.com/trousers/kassually/kassually-women-mid-rise-cigarette-trousers/26055020/buy,Black woven peg | Regular fit | Mid-rise | Length: regular | Pattern: solid | Flat-front | 2 pockets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26055020/2023/11/25/f594eeaa-ccaf-446d-b8b3-d72e2ab122941700903893212KASSUALLYWomenBlackTrousers1.jpg"
SASSAFRAS,Women Bootcut Trousers,https://www.myntra.com/trousers/sassafras/sassafras-women-slim-fit-bootcut-trousers/24958612/buy,"Black knitted bootcut trousers | Slim fit | Mid-rise | Length: regular | Pattern: solid | Flat-front, with no pleats design | Feature: plain","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24958612/2023/11/21/956b983f-c752-4438-8136-9820ab71dbc31700560003364-SASSAFRAS-Women-Slim-Fit-Bootcut-Trousers-7961700560003023-1.jpg"
Next One,Women High-Rise Trousers,https://www.myntra.com/trousers/next+one/next-one-women-relaxed-straight-leg-loose-fit-high-rise-easy-wash-formal-trousers/23367604/buy,"Black knitted formal | Loose fit | Brand Fit: relaxed straight leg | High-rise | Length: regular | Pattern: solid | Flat-front, with no pleats design | Feature: easy wash | 4 pockets","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23367604/2023/5/24/538588f1-5f6f-4045-b531-24f8b03f25981684920361207NextOneWomenBlackRelaxedStraightLegLooseFitHigh-RiseEasyWash1.jpg"
FableStreet,LivIn Wide Leg Pant,https://www.myntra.com/trousers/fablestreet/fablestreet-women-livin-wide-leg-pant/13766266/buy,Black solid trousers and slip-on closure | - Wide leg | - Mid rise | - Nylon Rayon Knit | - Regular length | - Non-transparent | - Breathable | - Extra stretch | - 2 back pockets | - 2 slant pockets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13766266/2024/2/12/f7712af1-154a-4a11-8dc7-66ffb835503f1707730137761-FableStreet-Women-Grey-Solid-LivIn-Loose-Fit-Parallel-Trouse-1.jpg"
Roadster,Women Cargos Trousers,https://www.myntra.com/trousers/roadster/roadster-women-solid-cargos-trousers/28328444/buy,"Grey woven cargos | Regular fit | Mid-rise | Length: regular | Pattern: solid | Flat-front, with no pleats design | Feature: easy wash | 6 pockets","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28328444/2024/3/28/0accc074-de39-4ea2-91c5-4a661cdece061711614086928-Women-Solid-Pure-Cotton-Paneled-Cargo-Trouser-87617116140863-1.jpg"
ADDYVERO,Women High-Rise Trousers,https://www.myntra.com/trousers/addyvero/addyvero-women-black-high-rise-easy-wash-trousers/19040144/buy,"Black knitted bootcut | Regular fit | High-rise | Length: regular | Pattern: solid | Flat-front, with no pleats design | Feature: easy wash","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19040144/2024/3/15/8f4bf5bd-fdca-452a-8ece-44548abc44f11710496694285-ADDYVERO-Women-Black-High-Rise-Easy-Wash-Trousers-8031710496-1.jpg"
CHIC BY TOKYO TALKIES,Women Formal Trousers,https://www.myntra.com/trousers/chic+by+tokyo+talkies/chic-by-tokyo-talkies-women-straight-fit-high-rise-formal-trousers/24567752/buy,Black woven formal trousers | Straight fit | Mid-rise | Length: regular | Pattern: solid | Pleated design | Feature: plain | 2 pockets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24567752/2023/8/21/b884958e-3927-4ac1-8ec9-a145c3fe1b821692593938121TokyoTalkiesWomenBlackStraightFitPleatedTrousers1.jpg"
StyleCast,Women Culottes Trouser,https://www.myntra.com/trousers/stylecast/stylecast-women-embroidered-culottes-trouser/29519850/buy,Yellow woven culottes | Regular fit | Mid-rise | Length: regular | Pattern: solid embroidered | Design | 2 pockets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29519850/2024/5/15/7def89a5-1e2a-4969-980d-86e8ab02a03b1715758756697StyleCastWomenEmbroideredCulottesTrousers1.jpg"
SASSAFRAS,Women Straight Fit Trousers,https://www.myntra.com/trousers/sassafras/sassafras-women-straight-fit-mid-rise-cotton-cargos-trousers/29247734/buy,"White woven Cargos trousers | Straight fit | Mid-rise | Length: regular | Pattern: solid | Flat-front, with no pleats design | Feature: plain | 6 pockets","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29247734/2024/4/29/18865449-ad22-4ae0-a7c2-9eeaffcc2be21714388113233SASSAFRASWomenStraightFitTrousers4.jpg"
Van Heusen Woman,Women Mid-Rise Formal Trousers,https://www.myntra.com/trousers/van+heusen+woman/van-heusen-woman-mid-rise-formal-trousers/26293290/buy,"Black machine weave formal trouser | Regular fit | Mid-rise | Length: regular | Pattern: solid | Flat-front, with no pleats design | 4 pockets","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26293290/2023/12/7/5157b89b-a4db-47f2-bf16-fe13ac0472fa1701930646609VanHeusenWomanWomenBlackTrousers1.jpg"
Roadster,Women Plain Baggy Fit Cargos,https://www.myntra.com/trousers/roadster/the-roadster-lifestyle-co-women-black-mid-rise-plain-baggy-fit-cargos/26758570/buy,"Black machine weave cargos | Baggy Fit | Mid-rise | Length: regular | Pattern: solid  | Flat-front, with no pleats design | Feature: plain | 4 pockets","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26758570/2024/1/3/8d58def1-9760-4181-94e8-4cd4f0486df41704262536940RoadsterWomenBaggyFitParachuteTrackPants1.jpg"
BROADSTAR,Women High-Rise Trousers,https://www.myntra.com/trousers/broadstar/broadstar-women-flared-high-rise-parallel-trousers/25243148/buy,"Black knitted bootcut | Flared | Brand Fit: smart | High-rise | Length: regular | Pattern: solid | Flat-front, with no pleats design | Feature: easy wash | 2 pockets","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25243148/2023/9/28/1f1e3b6c-2874-43ab-9473-aad5ddb875451695908097253BROADSTARWomenBlackSmartFlaredHigh-RiseEasyWashTrousers1.jpg"
TABADTOD,Women Loose Fit Cargo Trousers,https://www.myntra.com/trousers/tabadtod/tabadtod-women-relaxed-loose-fit-cargo-trousers/29183156/buy,"Black knitted cargo trousers | Loose fit | Brand Fit: relaxed | Mid-rise | Length: regular | Pattern: solid | Flat-front, with no pleats design | Feature: plain | 2 pockets","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29183156/2024/4/25/208eb41a-3943-4b26-bf08-6296c85fdce21714045154087TABADTODWomenRelaxedLooseFitTrousers1.jpg"
BROADSTAR,Wide Leg Loose Fit Trouser,https://www.myntra.com/trousers/broadstar/broadstar-women-black-wide-leg-loose-fit--high-rise--trouser/19501930/buy,"Black knitted parallel | Loose fit | Brand Fit: relaxed straight leg | High-rise | Length: regular | Pattern: solid | Flat-front, with no pleats design | Feature: easy wash | 2 pockets","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19501930/2022/8/16/6595eb68-ba11-44e2-90c4-ce6b913756e11660633993301BROADSTARWomenBlackRelaxedStraightLegLooseFitHigh-RiseEasyWa1.jpg"
Forever New,Women Flared High-Rise Trousers,https://www.myntra.com/trousers/forever+new/forever-new-women-classic-flared-high-rise-trousers/27972582/buy,"White woven bootcut | Flared | Brand Fit: classic | High-rise | Length: regular | Pattern: solid | Flat-front, with no pleats design | Feature: plain | 2 pockets","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27972582/2024/3/1/6baf0d90-46b1-42ab-8537-46e44a37de641709291724754ForeverNewWomenClassicFlaredHigh-RiseTrousers1.jpg"
Blissclub,Women Parallel Trousers,https://www.myntra.com/trousers/blissclub/blissclub-women-peg-leg-loose-fit-high-rise-wrinkle-free-parallel-trousers/23354332/buy,"Black knitted parallel trousers | Loose fit | Brand Fit: peg leg | High-rise | Length: regular | Pattern: solid | Flat-front, with no pleats design | Feature: wrinkle free | 2 pockets","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23354332/2024/5/9/2c8ab072-82c7-4e2d-b079-c8b8d09ffebe1715247010611-Blissclub-Women-Peg-Leg-Loose-Fit-High-Rise-Wrinkle-Free-Par-5.jpg"
Tokyo Talkies,Women Straight Fit Trousers,https://www.myntra.com/trousers/tokyo+talkies/tokyo-talkies-women-beige-straight-fit-bootcut-trousers/16814714/buy,"Beige woven bootcut trousers | Straight fit | Mid-rise | Length: regular | Pattern: solid | Flat-front, with no pleats design | Feature: plain | 4 pockets","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/16814714/2022/2/8/1f330a6f-306b-44fc-b611-e8d1b0fd5bde1644297170837-Tokyo-Talkies-Women-Beige-Straight-Fit-Bootcut-Trousers-7711-1.jpg"
Bene Kleed,Unisex Cargos Trousers,https://www.myntra.com/trousers/bene+kleed/bene-kleed-unisex-black-parachute-fit-pure-cotton-cargos-trousers/26339962/buy,"Black woven cargos | Parachute fit | Mid-rise | Length: regular | Pattern: solid | Flat-front, with no pleats design | Feature: plain | 6 pockets","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26339962/2023/12/13/94753459-2916-4af1-8f15-ae1bdf0dd48d1702460285945-Unisex-Over-Dyed--cargo-Parachute-Trouser-with-soft-hand-fee-1.jpg"
StyleCast,Women Solid Cotton Trouser,https://www.myntra.com/trousers/stylecast/stylecast-women-solid-cotton-trouser/29519844/buy,"Green woven joggers | Regular fit | Mid-rise | Length: regular | Pattern: solid | Flat-front, with no pleats design | Feature: plain | 2 pockets","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29519844/2024/5/20/45b85022-0130-4569-b9ef-a0fe062ac3721716191822187StyleCastWomenJoggersTrousers1.jpg"
